database_id,task_precision,task_recall,task_f1,time_exact_accuracy,time_close_accuracy_5m,time_close_accuracy_10m,duration_close_accuracy,start_mae_minutes,overlap_same_robot_count,predicted_tasks,true_tasks,matched_tasks,num_alternative_schedules
nexus_10y,90.46343115532882,91.9848532116963,90.78486643317329,45.64883907145404,46.75099130229628,48.145530189175666,100.0,247.8981218038916,0.2916666666666667,61.791666666666664,62.333333333333336,56.666666666666664,2.0
