change_acc,close_acc_1,close_acc_2,count_exact_acc,count_mae,duration_mae_minutes,elapsed_sec,epoch,expected_count_mae,model,selection_score,start_exact_acc,start_mae_minutes,start_tol_10m,start_tol_5m,train_change_acc,train_close_acc_1,train_close_acc_2,train_count_exact_acc,train_count_mae,train_duration_mae_minutes,train_expected_count_mae,train_loss,train_start_exact_acc,train_start_mae_minutes,train_start_tol_10m,train_start_tol_5m,val_loss
94.71153846153847,18.028846153846153,32.21153846153846,5.048076923076923,5.21875,,1.8459267616271973,1,3.8495010412656345,occurrence_residual,-36.31867724198562,,,,,92.375,16.9375,26.5,5.625,6.55,,4.921786613464356,3.903622612953186,,,,,3.541306440646832
94.71153846153847,21.39423076923077,35.57692307692308,7.6923076923076925,4.480769230769231,,0.7528543472290039,2,3.078729565326984,occurrence_residual,-23.509629799769478,,,,,94.5,21.4375,34.625,7.125,4.8675,,3.9660459852218626,3.573624014854431,,,,,3.2613022510822
94.71153846153847,25.240384615384617,40.38461538461539,9.375,3.7403846153846154,,0.8301327228546143,3,2.8592552955334005,occurrence_residual,-13.679809643672066,,,,,94.5,23.5625,38.0,8.5,4.343125,,3.4939832401275637,3.380290222167969,,,,,3.1161637673011193
94.71153846153847,33.41346153846154,50.24038461538461,12.259615384615385,3.2524038461538463,,0.7658088207244873,4,2.6557222513052134,occurrence_residual,-3.2166390052208538,,,,,94.5,26.0,40.4375,9.5,4.149375,,3.356452488899231,3.276281409263611,,,,,2.9997748961815467
94.71153846153847,33.65384615384615,50.96153846153846,13.461538461538462,3.0625,,0.8850729465484619,5,2.5966019447033224,occurrence_residual,-0.17486931727482968,,,,,94.5,27.1875,44.5625,10.5,3.86375,,3.1144682264328,3.185182800292969,,,,,2.9295850350306583
94.71153846153847,34.375,52.64423076923077,12.259615384615385,2.9423076923076925,,0.8015866279602051,6,2.512144391353314,occurrence_residual,0.17498012689443776,,,,,94.5,32.0,48.5625,12.25,3.51875,,3.035312924385071,3.1166759729385376,,,,,2.861790491984441
94.71153846153847,36.77884615384615,54.80769230769231,16.346153846153847,2.7908653846153846,,0.7865643501281738,7,2.249115677980276,occurrence_residual,7.366518057309666,,,,,94.4375,33.0,48.5,12.0625,3.40625,,2.9533179426193237,3.0401336622238158,,,,,2.7766305666703444
94.47115384615384,38.94230769230769,55.52884615384615,14.663461538461538,2.735576923076923,,0.8399372100830078,8,2.1651401336376486,occurrence_residual,7.1952086962186375,,,,,94.3125,35.6875,53.5625,14.0625,3.175,,2.8037001991271975,2.960612587928772,,,,,2.719366953923152
94.71153846153847,38.46153846153846,56.97115384615385,16.346153846153847,2.6899038461538463,,0.8256680965423584,9,2.1778118977179894,occurrence_residual,9.048367793743425,,,,,94.4375,35.1875,53.3125,12.5,3.183125,,2.749577589035034,2.9244183778762816,,,,,2.7005777725806603
94.47115384615384,40.38461538461539,60.09615384615385,16.58653846153846,2.5,,0.8234717845916748,10,2.1661641047551083,occurrence_residual,11.503612811748798,,,,,94.625,38.4375,56.0625,16.3125,2.95125,,2.5121618056297303,2.793237109184265,,,,,2.634333225396963
94.47115384615384,43.99038461538461,62.74038461538461,16.10576923076923,2.3028846153846154,,0.8342564105987549,11,1.9694263018094575,occurrence_residual,14.648737100454476,,,,,94.5625,38.8125,56.125,17.125,2.81875,,2.526782579421997,2.7823066186904906,,,,,2.5564097991356483
94.47115384615384,41.82692307692308,62.25961538461539,16.58653846153846,2.358173076923077,,0.8526642322540283,12,2.1473050025793223,occurrence_residual,13.218472297375016,,,,,94.1875,40.0625,58.5625,16.875,2.701875,,2.412900631427765,2.7197236680984496,,,,,2.5609719386467567
94.71153846153847,45.19230769230769,63.46153846153846,17.307692307692307,2.2596153846153846,,0.7224230766296387,13,1.9192306536894579,occurrence_residual,16.84230815447294,,,,,94.0,41.75,59.8125,16.875,2.6825,,2.415700891017914,2.7043508815765382,,,,,2.5149572629194994
94.71153846153847,42.54807692307692,63.22115384615385,17.067307692307693,2.293269230769231,,0.8143153190612793,14,1.8343287247877855,occurrence_residual,15.746819716233471,,,,,94.375,41.0625,61.75,17.1875,2.581875,,2.3167257595062254,2.6383213090896604,,,,,2.4590473908644457
94.47115384615384,46.39423076923077,67.3076923076923,19.23076923076923,2.0889423076923075,,0.8078327178955078,15,1.815637863599337,occurrence_residual,20.941775468679577,,,,,94.6875,43.875,62.8125,19.9375,2.494375,,2.2784664821624756,2.5927657794952395,,,,,2.412932276725769
94.71153846153847,51.20192307692308,68.99038461538461,21.39423076923077,2.0048076923076925,,0.7800137996673584,16,1.7136124464181752,occurrence_residual,25.893146368173454,,,,,94.3125,45.375,61.5625,21.0625,2.44375,,2.254566695690155,2.5541657161712648,,,,,2.3725776855762186
