epoch,train_active_f1,train_active_precision,train_active_recall,train_count_mae,train_day_acc,train_duration_mae_minutes,train_loss,train_loss_active,train_loss_count,train_loss_day,train_loss_duration,train_loss_time,train_start_mae_minutes,train_start_tol_5m,val_active_f1,val_active_precision,val_active_recall,val_count_mae,val_day_acc,val_duration_mae_minutes,val_loss,val_loss_active,val_loss_count,val_loss_day,val_loss_duration,val_loss_time,val_start_mae_minutes,val_start_tol_5m
1,56.99309125230197,54.8040561543513,64.41125935945564,6.3290047311782835,25.54030305147171,21.16180818080902,10.203644332885743,1.7442012190818788,6.3290047311782835,1.807078914642334,0.5024452175199986,4.878847274780274,2246.4023345947267,1.8162026996724308,68.6730134725591,66.27582414043599,71.95674595526079,6.510963329902062,37.836980590453514,13.175332454534677,9.065364104050856,1.3817200569006114,6.510963329902062,1.5472723704117994,0.16037382987829354,4.289641637068528,1414.0928532527043,3.2184555553472958
2,68.77690671898695,68.80829878481576,69.62059384634524,6.067432117462158,41.47686851024628,12.834874510765076,8.751045532226563,1.4976103472709656,6.067432117462158,1.4292509841918946,0.13233329251408577,4.10289162158966,1315.2178100585938,3.5322443172335625,69.15823378118752,74.72429143091556,64.76759291027189,5.21940722832313,50.35421779522529,10.12351224055657,8.165987418248104,1.586611821101262,5.21940722832313,1.2389759650597205,0.08416964629521737,3.8684659737807054,951.1410111647385,6.087427915861974
3,71.0272848594589,71.29256663753429,71.3657450176915,5.6935278511047365,57.532251834869385,10.645165860652924,8.126733903884888,1.4434912538528442,5.6935278511047365,1.0609741175174714,0.08795903116464615,3.930234122276306,905.0011352539062,6.585544668138027,70.54181852287323,72.18959086144963,69.75813002706627,5.324058752793532,67.773293531858,8.946851858725914,7.7194462189307576,1.4906367246921246,5.324058752793532,0.8590019849630502,0.06255342782689975,3.751576845462506,659.6544177715595,9.192886690680798
4,72.61996658261651,69.9654128009958,75.85210969416102,5.340901584625244,68.56323707103729,9.581367933750153,7.580330276489258,1.3725450181961059,5.340901584625244,0.8078399717807769,0.07317673496901989,3.7583464908599855,650.832576751709,10.447132878005505,74.23438619987806,71.83900960712637,76.89824601618314,4.56291833290687,75.730817593061,7.024771708708543,6.918416206653301,1.3423852920532227,4.56291833290687,0.6585988906713632,0.03796878485725476,3.510396590599647,513.1264202411359,13.389043452648016
5,73.80064005546568,70.36629389432174,78.1463124783842,5.189419937133789,74.23157322406769,8.669702792167664,7.161606616973877,1.3041393113136293,5.189419937133789,0.6776812422275543,0.05919871039688587,3.5549537324905396,566.3633934020996,14.078889429569244,74.07433893733688,72.36328723564226,76.01670035069994,4.645160033152654,78.19564800996046,8.934145523951603,6.645258059868445,1.2677169579726,4.645160033152654,0.5734497262881353,0.0536436836879987,3.339591539823092,496.4133570744441,18.287777098325584
6,74.05480356492298,70.8794175178922,78.10568983579029,5.00988956451416,75.09002470970154,7.678199446201324,6.9228151988983155,1.2965836572647094,5.00988956451416,0.643749064207077,0.050063900798559186,3.4121330976486206,550.7548217773438,16.442444905638695,75.60236672198184,70.7082958752077,81.55663768350513,4.780921275799091,76.78211881564214,5.838095339444967,6.470504467303936,1.152274420628181,4.780921275799091,0.6008791533800272,0.027832927612157967,3.218725552925697,555.6358043964093,18.89025912835048
7,74.89614178773007,70.6877036923859,80.1963904063131,4.863368701934815,75.66426348686218,6.944372975826264,6.692646474838257,1.2443606090545654,4.863368701934815,0.6304432809352875,0.03876550026237965,3.2970434617996216,535.5684379577636,18.285997211933136,75.90485632804933,74.68137799341733,77.43630088901877,4.2579211088327265,78.55808689044072,4.47861155638328,6.3128532996544475,1.292044685437129,4.2579211088327265,0.5557615894537705,0.01928993185552267,3.1376452079186072,477.0730414757362,19.707319770868008
8,75.53541927236788,72.02731509524845,79.74100013217492,4.7659863042831425,76.48093128204346,6.8832530856132506,6.513475379943848,1.2270734167099,4.7659863042831425,0.5988039243221283,0.03595224365592003,3.1919536209106445,512.3245475769043,20.157784581184387,76.19357183919718,71.17194759254697,82.80828405661303,4.720046905370859,78.04482487531808,5.9851202597984905,6.194963711958665,1.1082820021189177,4.720046905370859,0.55564978489509,0.0318257028523546,3.0393453194544864,450.3190113947942,24.090449855877804
9,76.0022181904969,71.11303840665938,81.87498223006294,4.705925488471985,77.44159984588623,6.423210835456848,6.310863428115844,1.171249259710312,4.705925488471985,0.5703582727909088,0.0326197799295187,3.086765513420105,476.7198822021484,21.87322375178337,77.40015818555815,71.2877984213203,85.25354562693555,4.429772010216346,80.35885737492488,4.5159570299662075,5.886068124037522,1.0792600879302392,4.429772010216346,0.5217599547826327,0.0153795202764181,2.8880799183478723,484.88099611722504,26.159259103811703
10,76.58099354065057,71.39935033388797,82.93368133500773,4.473823590278625,78.41447126865387,6.084400737285614,6.088546695709229,1.1441906595230102,4.473823590278625,0.5539074236154556,0.029194812029600142,2.9849436712265014,454.44477767944335,23.829402029514313,76.80754948740288,69.23441387715148,86.60933096366199,4.60107893210191,81.40910542928256,3.1346085438361535,5.791851924015925,1.0083157190909753,4.60107893210191,0.48881507836855376,0.009940122469113423,2.829000161244319,423.73294243445764,27.285469609957474
