epoch,lr,train_active_f1,train_active_precision,train_active_recall,train_count_mae,train_day_acc,train_duration_mae_minutes,train_loss,train_loss_active,train_loss_count,train_loss_day,train_loss_duration,train_loss_time,train_loss_week_time,train_start_mae_minutes,train_start_tol_5m,val_active_f1,val_active_precision,val_active_recall,val_count_mae,val_day_acc,val_duration_mae_minutes,val_loss,val_loss_active,val_loss_count,val_loss_day,val_loss_duration,val_loss_time,val_loss_week_time,val_monitor_score,val_start_mae_minutes,val_start_tol_5m
1,0.00025,59.7456578123087,58.65818756156862,65.37146853502173,6.475740327835083,16.732833564281464,20.661889791488647,13.58476146697998,1.705401349067688,6.475740327835083,1.845153923034668,0.4591458362340927,5.017306728363037,6.79044114112854,2840.3559387207033,0.961433531716466,66.36040315065014,69.73772034783248,63.68293337451769,5.797004589667687,18.698282425220196,14.825223500912006,11.891671840961163,1.6492962837219238,5.797004589667687,1.633871894616347,0.20073299568433028,4.3141578160799465,5.819725843576284,-61.0975110702924,2482.4165813739482,1.7551068001641676
2,0.00025,68.96932966709787,69.8100788239061,68.92697596266527,5.9848529243469235,22.48765993118286,12.95932171344757,11.64053768157959,1.5391179370880126,5.9848529243469235,1.6109934329986573,0.137747290879488,4.270820999145508,5.669007177352905,2404.4570343017576,2.3795184772461653,70.42824406575603,70.5715323750708,70.34115571236866,5.608312386732835,17.547501609302483,13.704181084266075,10.95544800391564,1.4425444602966309,5.608312386732835,1.4833130286290095,0.16010671395521897,4.0284809699425335,5.346344947814941,-80.08244859975379,3196.512955885667,3.743252344429493
3,0.00025,70.90084867857064,71.40002067524671,70.75067110037743,5.579217467308045,29.823444545269012,13.093131756782531,10.87348762512207,1.4728837203979492,5.579217467308045,1.452546558380127,0.13368675202131272,4.089271869659424,5.260647125244141,1918.478778076172,3.767885260283947,73.82007322737857,68.50278764593627,80.57716678126761,5.9330321825467625,35.09610983041617,10.861271207149212,10.391329838679386,1.1673195912287786,5.9330321825467625,1.4159715725825384,0.09331203481325737,3.934225944372324,5.048955733959492,-34.13986002949319,1760.1774597167969,4.937014499535928
4,0.00025,72.35948571477789,70.82585258650401,74.54628546248138,5.346378598213196,37.21549588441849,11.350037312507629,10.283770294189454,1.404367127418518,5.346378598213196,1.250963101387024,0.10350226029753685,3.999493637084961,4.947815580368042,1524.5791213989257,5.263228014111519,72.99638651682595,68.68573145431193,78.58253922967285,5.3985042205223674,46.407696375480064,9.408324223298292,9.78225825383113,1.2754908570876489,5.3985042205223674,1.1125776584331806,0.06874053781995407,3.855513646052434,4.674936881432166,-19.308643188518474,1385.132821890024,9.495032005585157
5,0.00025,72.74982764837671,71.00027345440336,75.02441695807397,5.136033473014831,45.00379794836044,9.713832604885102,9.78880521774292,1.3870631194114684,5.136033473014831,1.06330291390419,0.07803665928542614,3.937410788536072,4.656983432769775,1329.1683654785156,7.7461207658052444,71.30021008054398,76.49178126597698,68.06852326893066,4.629092418230497,48.64694384428171,5.83659270635018,9.281856536865234,1.5364305422856257,4.629092418230497,0.9416913390159607,0.03125387358550842,3.7343556514153113,4.319819285319402,-22.691116300026643,1579.2879192645732,12.622193820201433
6,0.00025,73.48004709081124,70.83488342512918,76.66664532115699,5.03934006690979,57.41931360960007,8.986177694797515,9.21957305908203,1.330805995464325,5.03934006690979,0.8804115927219391,0.06461324237287044,3.8112693071365356,4.3114492273330685,952.4455726623535,12.477444276213646,75.2634772245714,69.80274034201106,81.89772773080503,5.112372545095591,66.51568183532127,7.449869330112751,8.527550770686222,1.1343508408619807,5.112372545095591,0.7223233672288748,0.05006474256515503,3.584274512070876,3.9437806056096005,4.936246909774738,781.2837101862981,17.08060445693823
7,0.00025,73.75792414748919,71.11343597148993,77.15274517854368,5.068194651603699,66.36009764671326,8.041436362266541,8.77202714920044,1.3251959824562072,5.068194651603699,0.7419034564495086,0.05104265838861465,3.6497235918045043,3.987024154663086,612.8749847412109,16.244005247950554,75.00396976620102,70.85704905391738,80.09594698105569,4.847872202212994,72.75459720538213,4.505536395769853,8.030471948476938,1.1838604807853699,4.847872202212994,0.6118727670266078,0.02002040955882806,3.3805351440723124,3.6228084564208984,17.834561787402905,446.92590860220105,21.818603231356693
8,0.00025,74.74383396230397,70.79153522850255,79.3376447339873,4.9186501836776735,70.54549860954285,7.862864995002747,8.28647982597351,1.2523298048973084,4.9186501836776735,0.6639259111881256,0.04924854353070259,3.4910581254959108,3.7264798069000244,491.75889892578124,19.089099377393723,75.49480631084626,75.03855100752739,76.18061402845457,4.452476226366484,75.72560081115135,4.262419044971466,7.66296647145198,1.2675880743907049,4.452476226366484,0.5538833531049582,0.017826286574395802,3.268394873692439,3.3908254550053525,21.161117766757652,397.3284721374512,23.438008702718296
9,0.00025,75.13796779870782,71.46650155504383,79.72691884962882,4.824189229011536,73.07480192184448,7.715901851654053,7.984606456756592,1.2359460926055907,4.824189229011536,0.6287123149633408,0.046770164519548414,3.39847119808197,3.53783597946167,441.7924057006836,21.117910623550415,75.22985289506025,73.24266176752192,77.6002038596361,4.414155189807598,77.82927705691411,8.984537353882423,7.393686954791729,1.2622320652008057,4.414155189807598,0.5243776142597198,0.059111409748976045,3.1397463174966664,3.2015443398402286,23.06402334704932,364.144711127648,26.150073454930233
10,0.00025,75.81492685758121,71.86566625988686,80.78129326564842,4.646046805381775,74.33646643161774,7.279855942726135,7.6731773948669435,1.2007860505580903,4.646046805381775,0.5955921322107315,0.04149578362703323,3.284923582077026,3.3848937940597534,420.270760345459,23.078545659780502,77.33497822402427,70.39743459167221,85.85741812013973,4.699105005997878,77.4495372405419,7.2908149774257955,7.078464508056641,1.022719566638653,4.699105005997878,0.5122857070886172,0.04267226832990463,3.0477254574115458,3.0754345196944017,24.638727558988187,340.88104541485126,28.04489594239455
11,0.00025,76.48356752971135,72.13882363807328,81.85379968943636,4.487787742614746,75.84101450443268,6.954784631729126,7.398431701660156,1.155805448293686,4.487787742614746,0.5718429386615753,0.03910684958100319,3.2032231140136718,3.257554850578308,391.37777786254884,25.04500448703766,75.94998221695516,78.45469148430942,75.24830566206975,4.159738412270179,78.11490664115318,6.8215571000025825,7.027269656841572,1.2658766553952143,4.159738412270179,0.5182967667396252,0.03675901416975718,2.9842290694896993,2.9980228497431827,25.833352022068183,342.89335104135364,29.676350836570446
12,0.00025,76.9645359468276,73.14958894350606,81.36342533156639,4.1198370122909544,76.66974079608917,6.763488721847534,7.088721361160278,1.1470736181735992,4.1198370122909544,0.5494332325458526,0.036380446329712865,3.1173162698745727,3.132565541267395,371.98080291748045,26.592656791210175,79.29159133386155,76.07974704670488,83.11381925152895,3.675939156458928,78.95904962833112,5.7847998692439155,6.51042993252094,1.0582671211316035,3.675939156458928,0.4846932085660788,0.026196604737868674,2.9187394105471096,2.8997150567861705,29.160739522270298,315.0357451805702,30.299909298236553
13,0.00025,77.19695237606466,72.99143796328713,82.20712592880827,4.215982465744019,77.25940418243408,6.881840455532074,7.027773551940918,1.1304528963565827,4.215982465744019,0.54465336561203,0.0362135823443532,3.0702787494659423,3.0762479734420776,359.2087043762207,27.4455549120903,79.40355055085439,76.23360704165393,83.14140184641812,3.6201192965874305,80.26863244863657,4.830787456952608,6.328899346865141,1.0317020095311678,3.6201192965874305,0.4541701834935408,0.019989453327770416,2.851490405889658,2.804187976397001,30.97920094981396,296.46813172560474,32.96261979983403
14,0.00025,78.23791995624424,73.79267756968603,83.5083323521306,3.895111126899719,78.29091084003448,6.568924903869629,6.747800579071045,1.085601464509964,3.895111126899719,0.5228641766309738,0.03394858907908201,3.0071405172348022,2.9884329271316528,344.3770492553711,28.63714462518692,76.35516820175783,80.69435856013894,74.1435530713438,3.8458247368152323,79.0883930829855,5.687916737336379,6.641950937417837,1.326992365030142,3.8458247368152323,0.4782721469035515,0.026327713392674923,2.795685676427988,2.7573856573838453,29.239763581291356,311.6688361534706,34.09350227851134
15,0.00025,78.28822574041396,74.83356011414796,82.41093256728826,3.8703340768814085,78.08854675292969,6.388612604141235,6.709598655700684,1.1173081278800965,3.8703340768814085,0.535228545665741,0.03304124969989061,2.969781126976013,2.941719388961792,345.68798332214357,29.75333872437477,79.14527012167918,77.9032294454993,80.762487862047,3.3242608400491567,81.96907364405118,6.0336207655759955,6.113457092872033,1.0495992669692407,3.3242608400491567,0.45480056221668536,0.028623580216215208,2.765008706312913,2.708899791424091,32.713085731654886,284.52218202444226,35.14629143934984
