change_acc,close_acc_1,close_acc_2,count_exact_acc,count_mae,duration_mae_minutes,elapsed_sec,epoch,model,start_exact_acc,start_mae_minutes,start_tol_10m,start_tol_5m,train_change_acc,train_close_acc_1,train_close_acc_2,train_count_exact_acc,train_count_mae,train_duration_mae_minutes,train_loss,train_start_exact_acc,train_start_mae_minutes,train_start_tol_10m,train_start_tol_5m,val_loss
73.28125,60.9375,82.03125,24.53125,1.4484375,,1.3865094184875488,1,occurrence_residual,,,,,73.18778544256132,55.26541095890411,75.28538818228735,23.387557084429755,1.7811073081134117,,2.5253241029504228,,,,,2.157002466917038
75.15625,65.78125,84.53125,26.71875,1.30625,,0.9579212665557861,2,occurrence_residual,,,,,75.1569635247531,56.478310529499836,77.79680368018477,24.07248859127907,1.6464041095890412,,2.3210585427610844,,,,,2.1068183720111846
75.3125,65.9375,83.75,26.5625,1.3140625,,0.9362123012542725,3,occurrence_residual,,,,,74.97146121443134,56.977739726027394,77.93949777132845,25.0,1.627711188303281,,2.2843246786561733,,,,,2.0703477203845977
72.1875,65.9375,83.59375,28.4375,1.2921875,,0.9793450832366943,4,occurrence_residual,,,,,75.29965753424658,59.00399546100669,78.25342465753425,26.455479452054796,1.5938926951525962,,2.250305628123349,,,,,2.08958557844162
75.15625,62.65625,82.34375,26.09375,1.4109375,,0.9610326290130615,5,occurrence_residual,,,,,74.87157534246575,58.44748861169162,78.41038818228735,25.67066211406499,1.5951769417279387,,2.2381861128219187,,,,,2.0598671674728393
75.46875,66.09375,83.125,27.8125,1.309375,,0.9338641166687012,6,occurrence_residual,,,,,75.52796806374641,58.1763698630137,77.99657534246575,26.38413244730806,1.5954623287671232,,2.210429420209911,,,,,2.085957854986191
76.25,66.71875,85.15625,27.03125,1.278125,,0.9668703079223633,7,occurrence_residual,,,,,75.68493150684931,59.14668955215036,77.91095890410959,26.740867583310767,1.5904680376183498,,2.183326569322037,,,,,2.0297218203544616
75.78125,66.09375,83.125,27.03125,1.321875,,0.9777703285217285,8,occurrence_residual,,,,,75.24257996310926,58.41894982612296,78.55308219178082,27.340182662010193,1.5836187225498566,,2.1587663856271195,,,,,2.0159961760044096
75.78125,64.84375,84.0625,27.65625,1.3140625,,0.8630242347717285,9,occurrence_residual,,,,,75.41381283982159,60.13127859324625,78.80993150684931,27.35445205479452,1.5647831052949983,,2.1222149394962884,,,,,2.013285744190216
75.625,68.90625,85.46875,28.28125,1.253125,,0.9487926959991455,10,occurrence_residual,,,,,76.28424657534246,59.57477174393118,78.62442927817776,27.226027397260275,1.5764840188091749,,2.0996983639181477,,,,,1.9772767126560211
75.46875,67.34375,85.0,27.34375,1.2984375,,0.917712926864624,11,occurrence_residual,,,,,75.91324203634915,60.33105025552724,79.23801369863014,28.039383561643834,1.5393835616438356,,2.0722157693889045,,,,,1.9804459929466247
75.9375,68.125,84.84375,28.28125,1.2625,,1.931863784790039,12,occurrence_residual,,,,,76.99771694941063,61.07305941516406,80.00856164383562,28.89554794520548,1.515125571864925,,2.0623471312326926,,,,,1.988630622625351
75.9375,69.84375,85.3125,29.6875,1.228125,,0.9410796165466309,13,occurrence_residual,,,,,76.94063929662313,60.930365324020386,79.9514840726983,28.838470323036795,1.5081335616438356,,2.014710096463765,,,,,1.9590226113796234
72.65625,67.1875,85.78125,28.59375,1.246875,,0.9552431106567383,14,occurrence_residual,,,,,76.17009135141764,62.47146121443134,80.47945205479452,31.421232876712327,1.4606164383561644,,1.9910027392923015,,,,,1.9634350001811982
75.0,68.90625,87.5,29.6875,1.221875,,0.8867988586425781,15,occurrence_residual,,,,,77.09760273972603,61.95776258429436,80.76484023708187,30.236872152922906,1.4613299108531377,,1.9560201037419986,,,,,1.9091198086738586
74.84375,70.3125,86.71875,30.78125,1.1984375,,0.9689309597015381,16,occurrence_residual,,,,,77.5542237987257,63.498858474705315,81.29280821917808,33.761415538722524,1.4121004571653393,,1.9280046208264077,,,,,1.918757838010788
76.25,68.4375,85.46875,30.46875,1.246875,,0.9876813888549805,17,occurrence_residual,,,,,77.09760273972603,63.91267123287671,81.17865299525326,34.26084477607518,1.3775684931506849,,1.899219661542814,,,,,1.9418725550174714
75.3125,67.1875,85.15625,32.5,1.2421875,,0.883878231048584,18,occurrence_residual,,,,,77.59703201790379,64.75456626447912,81.36415530557503,34.54623287671233,1.368293380084103,,1.8720343717157024,,,,,1.9199041485786439
75.78125,69.84375,86.5625,30.625,1.2234375,,0.9808650016784668,19,occurrence_residual,,,,,77.1832191780822,66.39554794520548,82.24885847470532,36.27283107744504,1.3016552516858872,,1.8330488792837483,,,,,1.8881694078445435
75.46875,71.25,87.8125,32.1875,1.171875,,0.9439961910247803,20,occurrence_residual,,,,,78.15353886721886,66.5097032507805,83.66152970758203,36.34417808219178,1.284389270495062,,1.7950354389948389,,,,,1.8602898061275481
75.15625,70.9375,88.75,33.28125,1.1359375,,0.9513466358184814,21,occurrence_residual,,,,,78.09646121443134,67.35159820073271,83.4332191780822,37.9423516049777,1.2639840188091749,,1.7674218595844426,,,,,1.8385406255722045
75.3125,71.09375,88.125,32.96875,1.1484375,,0.924614429473877,22,occurrence_residual,,,,,78.42465753424658,68.76426943360943,84.43207765278751,39.25513698630137,1.21875,,1.718672407816534,,,,,1.848104041814804
75.78125,70.625,86.5625,33.75,1.1515625,,0.8829724788665771,23,occurrence_residual,,,,,79.05251146995857,68.56449777132845,83.83276258429436,40.89611874867792,1.2164668955215037,,1.6904359925283146,,,,,1.836131852865219
74.53125,72.5,89.375,34.6875,1.090625,,0.9867780208587646,24,occurrence_residual,,,,,79.62328767123287,69.33504571653393,84.48915530557503,42.59417808219178,1.181792237987257,,1.663016097186363,,,,,1.819033145904541
75.625,72.8125,88.90625,33.59375,1.115625,,0.9709739685058594,25,occurrence_residual,,,,,79.78025119598598,70.39098176237655,85.35958904109589,42.194634757629814,1.1592465753424657,,1.617256801422328,,,,,1.8171185910701753
74.0625,72.5,89.0625,35.15625,1.103125,,1.010206699371338,26,occurrence_residual,,,,,80.55079914119146,71.7751142096846,85.4166666938834,44.87728313223956,1.1043093612749282,,1.5929562131019488,,,,,1.8199022889137269
73.90625,74.375,90.625,34.21875,1.059375,,0.997248649597168,27,occurrence_residual,,,,,80.9360731137942,72.43150684931507,86.48687217333546,46.70376712328767,1.0555079914119145,,1.549107497685576,,,,,1.7854964554309845
73.4375,73.125,89.6875,34.0625,1.0828125,,0.9559388160705566,28,occurrence_residual,,,,,81.53538818228735,73.53025119598598,87.11472602739725,46.38984019625677,1.0452340188091749,,1.5139995454108879,,,,,1.8296115934848785
75.46875,73.4375,89.6875,33.28125,1.0953125,,0.984243631362915,29,occurrence_residual,,,,,81.53538818228735,74.41495436511627,86.65810505004778,48.55878998155463,1.0132705479452055,,1.4923491249345753,,,,,1.8169397473335267
71.71875,74.6875,90.3125,35.9375,1.0375,,0.9553120136260986,30,occurrence_residual,,,,,82.1347032507805,75.0,88.21347037406817,47.7597032507805,0.9678938356164384,,1.4598568171670991,,,,,1.8211125135421753
76.71875,74.0625,90.15625,34.6875,1.0609375,,0.9519381523132324,31,occurrence_residual,,,,,83.16210051105448,76.18436078502707,88.29908681242433,50.81335616438356,0.9299372157005414,,1.3997655192466631,,,,,1.8098638355731964
74.53125,75.46875,90.9375,36.40625,1.0234375,,0.9256331920623779,32,occurrence_residual,,,,,84.04680368018477,75.4708904109589,88.41324203634915,51.5125571048423,0.9500570778977381,,1.3987791105492475,,,,,1.7954334616661072
73.59375,76.5625,90.9375,36.875,1.0171875,,1.010862112045288,33,occurrence_residual,,,,,84.61757996310926,77.05479452054794,89.38356164383562,52.48287671232877,0.8946917808219178,,1.352212032226667,,,,,1.8192224740982055
75.15625,76.40625,91.5625,38.4375,1.0,,0.8816471099853516,34,occurrence_residual,,,,,84.56050231032175,76.55536532402039,88.96974888566422,53.48173518703408,0.9012557080347244,,1.3142338362458634,,,,,1.812808984518051
74.84375,77.5,92.1875,37.1875,0.984375,,0.9046452045440674,35,occurrence_residual,,,,,85.97317354319847,77.82534246575342,89.15525119598598,55.80764845625995,0.8704337902265052,,1.2742892805844137,,,,,1.8067312479019164
74.53125,77.96875,92.1875,38.75,0.9671875,,0.9724056720733643,36,occurrence_residual,,,,,85.78767123287672,79.29509135141764,90.35388133297228,57.1347032507805,0.8067922379872571,,1.2265936797612333,,,,,1.83226358294487
73.59375,77.96875,91.875,39.84375,0.9453125,,0.981717586517334,37,occurrence_residual,,,,,86.95776258429436,79.68036532402039,91.36700915963682,57.434360785027074,0.7793949777132845,,1.2068888920627228,,,,,1.8296035796403884
76.09375,76.71875,91.875,38.4375,0.971875,,0.9454545974731445,38,occurrence_residual,,,,,87.04337902265053,81.03595890410959,92.00913244730806,59.63184931506849,0.7250285393571201,,1.163068804838886,,,,,1.861540788412094
73.59375,77.1875,92.8125,40.46875,0.9375,,0.9798216819763184,39,occurrence_residual,,,,,88.14212328767124,81.07876712328768,91.89497722338324,60.759132447308055,0.7348744297680789,,1.1205664138271385,,,,,1.86005200445652
73.75,77.96875,91.5625,38.90625,0.959375,,0.9575397968292236,40,occurrence_residual,,,,,89.28367585352022,80.85045667543802,91.58105025552723,60.51655256584899,0.7274543381717107,,1.1103713610400892,,,,,1.9132471561431885
76.40625,78.28125,92.96875,39.53125,0.9421875,,0.9643914699554443,41,occurrence_residual,,,,,89.46917808219177,82.50570778977381,91.93778544256132,63.45605025552724,0.6757990873023255,,1.0465340173407778,,,,,1.8919560968875886
73.90625,78.75,93.28125,40.78125,0.9109375,,0.9471297264099121,42,occurrence_residual,,,,,90.3110731137942,82.49143835616438,91.9805936617394,63.613013698630134,0.677654109589041,,1.0366534427420733,,,,,1.8945240169763564
76.40625,78.59375,93.125,42.5,0.896875,,0.9278857707977295,43,occurrence_residual,,,,,90.85331052949984,85.14554794520548,93.36472602739725,65.91038818228735,0.6011700913922428,,0.9775143290219241,,,,,1.9276716232299804
76.71875,78.28125,92.5,42.03125,0.91875,,0.9004225730895996,44,occurrence_residual,,,,,90.75342465753425,85.03139272128065,93.46461189936285,67.46575342465754,0.5891837902265052,,0.9629656158081473,,,,,1.9903373092412948
76.40625,78.28125,92.34375,41.25,0.928125,,0.9276390075683594,45,occurrence_residual,,,,,91.8236301369863,85.53082191780823,93.79280821917808,69.07819640146543,0.566923516049777,,0.9152563724615802,,,,,2.002390068769455
74.84375,78.28125,92.8125,42.1875,0.9,,0.9071385860443115,46,occurrence_residual,,,,,91.43835616438356,85.17408681242433,92.79394982612297,67.96518270283529,0.5933219178082192,,0.9173424260257041,,,,,2.010561153292656
76.25,77.5,92.96875,41.09375,0.9203125,,1.5228166580200195,47,occurrence_residual,,,,,92.6084475158012,86.54394982612297,93.30764845625995,71.57534246575342,0.5329623287671232,,0.8594762429799119,,,,,2.0453626692295073
,,,,,0.006726724348636648,13.01207184791565,1,temporal_residual,7.5682124719510675,961.3416205512153,7.8337353477680605,7.588637308552374,,,,,,0.09456773963592315,5.731712276438521,3.828953180212014,1734.979630729756,4.35898851590106,3.8869257950530036,4.964411261814092
,,,,,0.004565750938852384,13.097266435623169,2,temporal_residual,10.530137986529107,678.5213395660999,12.235611842738258,10.662899424437605,,,,,,0.03761307222854227,4.859907995264438,7.829063604240282,862.1170061468657,9.02440371024735,7.983657243816254,4.537655693253661
,,,,,0.010478300806378422,13.434851884841919,3,temporal_residual,12.24582426103891,593.6316820531109,14.237245829666362,12.562409228359172,,,,,,0.02809579968542953,4.570920388605907,9.430212014134275,726.4976456308533,11.114178445229681,9.631735865724382,4.318279297523249
,,,,,0.0042255586119721725,13.090193271636963,4,temporal_residual,10.82646021850748,603.6341458987566,13.216166100860422,11.11240793092578,,,,,,0.023061973647487615,4.3914368851867245,10.261547199512961,655.8900965565928,12.183319664043589,10.529325468064197,4.206770033618204
,,,,,0.0016638769639208547,13.63360333442688,5,temporal_residual,11.623677260735455,530.5640012454363,13.952108633284475,12.011749156160292,,,,,,0.020192775212215134,4.269939360685989,10.827470344389285,604.923610282871,13.08327549443228,11.1311364221278,4.066277271781871
,,,,,0.001807292908874456,12.977843046188354,6,temporal_residual,14.482830172660304,466.261055640925,16.412977231483833,14.80962755828122,,,,,,0.01780256383818683,4.166672276523847,11.522747349823321,556.3898244931926,13.678776501766784,11.818131625441696,3.9970939190559136
,,,,,0.0013553252524705422,13.06233835220337,7,temporal_residual,14.717877894834755,464.2562118231082,17.352681816403383,15.01403802555371,,,,,,0.015860908646663067,4.083474898506812,12.13047387795819,520.4571752918904,14.637099319654302,12.472788365590699,3.911473897547504
,,,,,0.0018530713861847747,13.40314769744873,8,temporal_residual,14.390918407954421,462.17618555804484,17.577192917758342,14.830052394882527,,,,,,0.014100678428816658,4.027420779420293,12.754764010333341,492.5897590178904,15.189613833654896,13.077754293018854,3.8822048785639742
,,,,,0.0011091047191834139,13.12817668914795,9,temporal_residual,15.6155980928661,384.55952089596417,18.372951034042572,15.98324515168963,,,,,,0.012434605603038856,3.9770685956671885,12.898315247082458,470.4478089295512,15.58714033542168,13.240629734714966,3.809707647834728
,,,,,0.002181780629363702,13.534653186798096,10,temporal_residual,17.63798112378401,373.21639316533907,20.334059555156557,17.852441908097735,,,,,,0.010756521922611884,3.9289340703310476,13.345138188912253,452.98911940503876,16.185796316120733,13.745425291385752,3.772413464153514
,,,,,0.007336440993004229,13.529733657836914,11,temporal_residual,15.93234516631544,386.77839565900416,18.904320993065056,16.310204643439622,,,,,,0.009277473749303301,3.8905573211373374,13.825877084538288,440.0597275777756,16.71070482305419,14.173712773584224,3.7541810702654272
,,,,,0.0005302732774996947,13.108690023422241,12,temporal_residual,16.15782887522691,372.4996354844835,19.323678548429527,16.443776587645214,,,,,,0.007881981939984017,3.8534671518912162,14.10154278255183,423.43574505391473,17.033300733081866,14.504590485732042,3.694985578262728
,,,,,0.0017527392804790045,13.310834884643555,13,temporal_residual,17.087158940586388,360.1374221003913,20.283645868690964,17.505868090913186,,,,,,0.006536917450184549,3.822431860879959,14.391800229414613,410.8755836891201,17.549927437895178,14.822453939661964,3.6640182601081
,,,,,0.00033084259675115687,13.021907091140747,14,temporal_residual,18.77253217245239,349.89924586676307,22.704313218204025,19.089117139772654,,,,,,0.005419346210921131,3.7863610022480834,14.965610803753243,400.25772189083034,18.129259213647234,15.38798271188045,3.6624188890644147
,,,,,0.0007093692921426184,12.676962614059448,15,temporal_residual,18.527109920978546,328.888516145594,22.213792927514493,18.976456326207305,,,,,,0.00442662999861176,3.7571695230032445,15.244431475131334,388.6387083639947,18.51298271188045,15.683366987498825,3.5948901363447603
,,,,,0.0007089597553572483,13.118329763412476,16,temporal_residual,18.496796878334745,317.12488835154016,22.347040678940566,19.150391649576573,,,,,,0.00357357539471433,3.7252369209228893,15.470406360424029,384.0434913500459,18.951523851590107,15.93970848056537,3.5745959453333436
,,,,,0.0003860146853482363,13.002652406692505,17,temporal_residual,19.41542821187599,317.26496054456123,23.020573973266128,19.762650434098212,,,,,,0.002837112234268163,3.701256224207659,16.11362632508834,368.6963260637155,19.53953180212014,16.549801236749115,3.5881743618086275
,,,,,0.00015212753294012967,13.487993240356445,18,temporal_residual,18.895405394579072,301.1581774942236,22.67416226708032,19.43666356451371,,,,,,0.002172374404726596,3.6685755109618494,16.591998992665495,364.90061840825706,20.139370900792706,17.06958291492698,3.515084515989216
,,,,,0.0001441951351011251,13.44261908531189,19,temporal_residual,20.02898382595162,290.83891800026487,23.909702780199986,20.386418466474495,,,,,,0.0016062967584126171,3.6446717691084523,16.53047703180212,359.03081225000926,20.177230565371026,17.04946996466431,3.500396116107118
,,,,,0.00013132988433604695,12.957767486572266,20,temporal_residual,17.956187113437778,343.65671045639937,21.326285152653462,18.35447142716327,,,,,,0.00112370794517434,3.622831386727916,16.92879227888458,353.67670611863423,20.710815247082458,17.45606701386691,3.518072653440089
,,,,,0.00015963675620987724,12.963134527206421,21,temporal_residual,19.977759633188935,287.80667248894184,24.195488391358868,20.355619110313118,,,,,,0.0007495726424019682,3.5905141914691185,17.298712773584224,347.438556954212,21.13594775591638,17.86463591846055,3.4607089828042423
,,,,,5.1443181675102664e-05,12.675637006759644,22,temporal_residual,19.824897561197968,294.9840007108801,23.807902799712288,20.161907365119536,,,,,,0.00043416833709943926,3.569512221922723,17.43910903696879,344.2417813358374,21.29290762354123,17.95810196983098,3.451460501726936
,,,,,3.137986630825883e-05,13.634268283843994,23,temporal_residual,20.21313155788222,298.74170041551776,23.93061392057955,20.642053126509673,,,,,,0.0002156164481267512,3.5478594311555787,17.43082723484865,344.11323594541517,21.339837835555365,17.924974761350416,3.416100215288549
,,,,,3.419882002870306e-05,13.878472566604614,24,temporal_residual,20.4687662179174,284.104524998883,24.941805433603673,20.887475368244196,,,,,,8.674978773965915e-05,3.520158089513071,17.79483215547703,334.5947635637155,21.778378975265017,18.355234098939928,3.393507659824845
,,,,,3.982182285766779e-06,13.525849342346191,25,temporal_residual,20.79475309724122,274.99217064552056,25.012643956670573,21.19303741096671,,,,,,2.3835746254396837e-05,3.5033082776693067,18.08469522968198,333.92545592237275,22.04891784452297,18.645097173144876,3.3719035737654743
,,,,,9.867922595247117e-08,13.333348751068115,26,temporal_residual,21.142461623241697,279.37811259350747,25.52375117548151,21.704144629777648,,,,,,4.323741448424675e-06,3.473897914161952,18.209711006799772,330.92044345060424,22.309203056269737,18.750788745315674,3.359434071709128
,,,,,0.0,13.091846704483032,27,temporal_residual,20.98959955125073,284.0259624306673,25.07456687151217,21.40830870157753,,,,,,2.2647922114854145e-07,3.4537527877113425,18.27833165180978,327.39517609559186,22.466162923894586,18.84977599809953,3.352807183670842
,,,,,0.0,12.993992805480957,28,temporal_residual,20.6316786069496,297.21258549908407,25.278491035006404,21.275060959890777,,,,,,0.0,3.4413139638968153,18.695576731181397,325.13929205311484,22.99974760823873,19.336036095138994,3.3474213375764736
,,,,,0.0,13.388580322265625,29,temporal_residual,21.60202044677111,284.29618611055264,25.80969888789981,22.14327861670575,,,,,,0.0,3.4097656765590707,18.61236433732215,321.7247050389805,22.918901439795647,19.225217694212606,3.3425755703371336
,,,,,7.846438589409695e-06,13.266371488571167,30,temporal_residual,21.979717822635877,278.2914464613971,26.442544620021497,22.582250502374436,,,,,,7.056035731427616e-05,3.393197143035727,18.763803003533567,318.24268047885425,23.200088339222614,19.44291077738516,3.296112090154411
,,,,,3.927470101296101e-05,13.007951021194458,31,temporal_residual,21.642708018714305,274.1882830351786,26.11590933566,22.112479260544372,,,,,,0.00010365006504020927,3.3698452492063544,19.354965927428154,314.05327173509363,23.625615220714373,19.99542529138575,3.2796964022069197
,,,,,6.888951247999498e-06,12.852888584136963,32,temporal_residual,22.46002568528543,285.3613737517712,26.63706687151217,22.919584508814843,,,,,,1.1819266234370705e-05,3.3538635792243605,19.257950530035334,312.59776472624117,23.534121024734983,19.86528268551237,3.304184620676477
,,,,,4.649290896814622e-05,13.11706018447876,33,temporal_residual,21.040499541494583,298.8655868231082,25.248177982623282,21.510270783324646,,,,,,0.00012417485846500978,3.334521027420098,19.531644372657837,311.5249953253109,23.774687658876918,20.158300733081866,3.2895206735025044
,,,,,0.00014790164926785555,13.360413074493408,34,temporal_residual,22.64352501217836,278.7972608578751,27.19842567552928,23.15414592721104,,,,,,0.0001265063265204539,3.3193443478628097,19.763140459363957,308.473920249265,24.169059187279153,20.389796819787986,3.298661844403136
,,,,,6.722742779137798e-05,13.292816877365112,35,temporal_residual,22.70479952198228,260.3276079464582,27.065664237620783,23.256270110217574,,,,,,4.804402389272068e-05,3.289838541101651,19.940213277251477,300.5888361475914,24.43447122778151,20.611039248982927,3.21736866508434
,,,,,2.394033038761966e-05,12.732261419296265,36,temporal_residual,22.53102630961175,264.6576570997051,26.94295311675352,23.062072061245736,,,,,,0.0001288084256863869,3.2724115022922153,20.10703243762781,301.47745378447087,24.6316569959317,20.84135222561368,3.2220643906811484
,,,,,0.00028798931762020655,12.917388677597046,37,temporal_residual,23.899490361899332,264.78113835154016,28.04589429322411,24.379474022030053,,,,,,0.00011273323860081767,3.2537230468049065,20.073116483831573,298.4904443838571,24.675432237213997,20.80743627181744,3.2192777356291127
