task_precision,task_recall,task_f1,time_exact_accuracy,time_close_accuracy_5m,time_close_accuracy_10m,duration_close_accuracy,start_mae_minutes,overlap_same_robot_count,predicted_tasks,true_tasks,matched_tasks,database_id,robot_id,target_week
67.5,87.09677419354838,76.05633802816901,48.148148148148145,48.148148148148145,48.148148148148145,100.0,327.5925925925926,0.0,40.0,31.0,27.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-07-22 00:00:00+02:00
77.5,93.93939393939394,84.93150684931508,22.58064516129032,22.58064516129032,22.58064516129032,100.0,889.8387096774194,0.0,40.0,33.0,31.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-07-29 00:00:00+02:00
71.7948717948718,96.55172413793103,82.35294117647058,14.285714285714285,14.285714285714285,14.285714285714285,100.0,1358.2142857142858,0.0,39.0,29.0,28.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-08-05 00:00:00+02:00
100.0,68.25396825396825,81.13207547169812,9.30232558139535,18.6046511627907,23.25581395348837,100.0,542.3255813953489,0.0,43.0,63.0,43.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-08-12 00:00:00+02:00
100.0,76.92307692307693,86.95652173913044,20.0,20.0,22.5,100.0,385.625,0.0,40.0,52.0,40.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-08-19 00:00:00+02:00
65.9090909090909,87.87878787878788,75.32467532467531,65.51724137931035,65.51724137931035,65.51724137931035,100.0,83.79310344827586,0.0,44.0,33.0,29.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-08-26 00:00:00+02:00
68.29268292682927,96.55172413793103,80.00000000000001,28.57142857142857,28.57142857142857,32.142857142857146,100.0,703.75,0.0,41.0,29.0,28.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-09-02 00:00:00+02:00
80.76923076923077,91.30434782608695,85.71428571428572,35.714285714285715,42.857142857142854,47.61904761904761,100.0,190.95238095238096,0.0,52.0,46.0,42.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-09-09 00:00:00+02:00
100.0,61.42857142857143,76.1061946902655,60.46511627906976,60.46511627906976,60.46511627906976,100.0,57.325581395348834,0.0,43.0,70.0,43.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-09-16 00:00:00+02:00
72.3404255319149,91.8918918918919,80.95238095238095,41.17647058823529,44.11764705882353,44.11764705882353,100.0,112.05882352941177,0.0,47.0,37.0,34.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-09-23 00:00:00+02:00
93.61702127659575,80.0,86.27450980392157,13.636363636363635,13.636363636363635,13.636363636363635,100.0,1110.4545454545455,0.0,47.0,55.0,44.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-09-30 00:00:00+02:00
80.76923076923077,50.602409638554214,62.22222222222222,16.666666666666664,19.047619047619047,23.809523809523807,100.0,134.04761904761904,0.0,52.0,83.0,42.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-10-07 00:00:00+02:00
93.54838709677419,72.5,81.69014084507042,6.896551724137931,8.620689655172415,13.793103448275861,100.0,386.4655172413793,0.0,62.0,80.0,58.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-10-14 00:00:00+02:00
100.0,82.75862068965517,90.56603773584906,6.944444444444445,8.333333333333332,12.5,100.0,327.22222222222223,0.0,72.0,87.0,72.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-10-21 00:00:00+02:00
75.67567567567568,94.91525423728814,84.21052631578948,21.428571428571427,21.428571428571427,21.428571428571427,100.0,892.6785714285714,0.0,74.0,59.0,56.0,nexus_5y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2030-10-28 00:00:00+01:00
