candidate_oracle_10m,candidate_oracle_5m,change_acc,close_acc_1,close_acc_2,count_exact_acc,count_mae,duration_mae_minutes,elapsed_sec,epoch,expected_count_mae,model,selection_score,start_exact_acc,start_mae_minutes,start_tol_10m,start_tol_5m,train_candidate_oracle_10m,train_candidate_oracle_5m,train_change_acc,train_close_acc_1,train_close_acc_2,train_count_exact_acc,train_count_mae,train_duration_mae_minutes,train_expected_count_mae,train_loss,train_start_exact_acc,train_start_mae_minutes,train_start_tol_10m,train_start_tol_5m,val_loss
,,94.71153846153847,14.663461538461538,22.83653846153846,4.8076923076923075,6.435096153846154,,1.233062744140625,1,4.617150343381441,occurrence_residual,-50.538312911987305,,,,,,,92.5,16.375,26.25,5.0,6.34125,,5.3792956447601314,4.304711222648621,,,,,3.841472790791438
,,94.71153846153847,17.307692307692307,27.403846153846153,6.730769230769231,5.574519230769231,,0.7989435195922852,2,3.54655645443843,occurrence_residual,-36.52276427929218,,,,,,,93.875,17.6875,29.625,6.0,5.600625,,4.510543165206909,3.793124794960022,,,,,3.5298472367800198
,,94.71153846153847,27.64423076923077,43.02884615384615,8.653846153846153,3.5600961538461537,,0.7270689010620117,3,3.1258094677558312,occurrence_residual,-13.18352633256179,,,,,,,93.4375,23.0625,36.5,7.8125,4.81375,,3.7090617418289185,3.499578928947449,,,,,3.253466716179481
,,94.71153846153847,29.807692307692307,44.23076923076923,10.096153846153847,3.512019230769231,,0.7322144508361816,4,2.8464922171372633,occurrence_residual,-9.4821227147029,,,,,,,94.0625,25.5625,41.4375,7.875,4.29375,,3.4194244289398195,3.373488540649414,,,,,3.1408161566807675
,,94.71153846153847,31.971153846153847,46.63461538461539,11.298076923076923,3.141826923076923,,0.704261302947998,5,2.814597863417405,occurrence_residual,-4.433872222900391,,,,,,,94.0625,27.1875,43.25,8.5625,4.00875,,3.2341783905029295,3.2598870372772217,,,,,3.039123351757343
,,94.71153846153847,34.85576923076923,49.51923076923077,11.538461538461538,2.9735576923076925,,0.6611790657043457,6,2.634298251225398,occurrence_residual,-1.1165199279785156,,,,,,,93.875,29.1875,46.5625,11.25,3.6725,,3.0368501949310303,3.167104654312134,,,,,2.97366111095135
,,94.71153846153847,33.89423076923077,51.68269230769231,12.01923076923077,2.925480769230769,,0.6036460399627686,7,2.595642933478722,occurrence_residual,-0.4330525031456549,,,,,,,94.0625,32.1875,49.0625,12.375,3.40125,,2.9072745990753175,3.0661492443084715,,,,,2.9317622918349047
,,94.71153846153847,35.33653846153846,52.16346153846154,11.057692307692308,2.8365384615384617,,0.6877346038818359,8,2.5156848522332997,occurrence_residual,0.14158751414372084,,,,,,,94.0625,30.6875,49.3125,11.6875,3.466875,,2.9003555178642273,3.0333701848983763,,,,,2.8829090228447547
,,94.71153846153847,38.46153846153846,53.60576923076923,12.5,2.6778846153846154,,0.7072904109954834,9,2.2968559907032895,occurrence_residual,4.822191421802225,,,,,,,94.0625,33.8125,52.0625,13.125,3.239375,,2.8331954169273375,2.963586277961731,,,,,2.8081120527707615
,,94.71153846153847,36.05769230769231,53.36538461538461,11.778846153846153,2.826923076923077,,0.6954302787780762,10,2.575818887123695,occurrence_residual,0.9515321438129103,,,,,,,94.0625,37.5,54.0625,14.5,3.064375,,2.714878125190735,2.9064710760116577,,,,,2.881365262545072
,,94.71153846153847,40.14423076923077,57.93269230769231,12.740384615384615,2.5841346153846154,,0.6997635364532471,11,2.3621124304257908,occurrence_residual,6.14049258598914,,,,,,,93.875,37.3125,55.8125,16.1875,2.945625,,2.5694766521453856,2.8392974805831908,,,,,2.7962046586550198
,,94.71153846153847,36.29807692307692,55.76923076923077,13.461538461538462,2.7211538461538463,,0.6910233497619629,12,2.5927580319918118,occurrence_residual,3.496756333571213,,,,,,,93.875,37.625,56.0,16.375,2.88875,,2.5397771787643433,2.8141156435012817,,,,,2.8572061978853664
,,94.71153846153847,37.74038461538461,55.76923076923077,12.5,2.641826923076923,,0.6875998973846436,13,2.365750001027034,occurrence_residual,4.582673072814941,,,,,,,94.0625,40.5,57.3125,17.6875,2.780625,,2.5049200224876405,2.763901124000549,,,,,2.737573953775259
,,94.71153846153847,42.06730769230769,60.09615384615385,13.461538461538462,2.4735576923076925,,0.6923549175262451,14,2.1403165688881507,occurrence_residual,9.306522185985857,,,,,,,94.0625,40.125,58.6875,18.1875,2.7425,,2.4329839730262757,2.717371287345886,,,,,2.635662684073815
,,94.71153846153847,40.625,59.85576923076923,11.538461538461538,2.641826923076923,,0.6785180568695068,15,2.380119277880742,occurrence_residual,4.573272888477032,,,,,,,93.8125,41.25,60.25,17.5625,2.673125,,2.3681415700912476,2.677034659385681,,,,,2.7206803285158596
,,94.71153846153847,40.625,60.33653846153846,15.384615384615385,2.5288461538461537,,0.7170982360839844,16,2.183356312605051,occurrence_residual,10.110324749579796,,,,,,,93.9375,42.1875,60.4375,20.9375,2.565625,,2.347373025417328,2.633420777320862,,,,,2.6661218129671536
,,94.71153846153847,34.85576923076923,57.21153846153846,12.5,2.610576923076923,,0.6991424560546875,17,2.3254693012971144,occurrence_residual,3.9841804871192394,,,,,,,93.6875,40.875,60.375,19.0,2.654375,,2.3486577010154726,2.6368536233901976,,,,,2.695629358291626
,,94.71153846153847,41.10576923076923,61.29807692307692,16.10576923076923,2.4158653846153846,,0.7089591026306152,18,2.1775430807700524,occurrence_residual,11.92684690768902,,,,,,,93.875,43.4375,61.4375,21.125,2.569375,,2.3146337366104124,2.581673150062561,,,,,2.6340314608353834
,,94.71153846153847,44.71153846153846,62.01923076923077,14.663461538461538,2.3822115384615383,,0.6995558738708496,19,2.000102694217975,occurrence_residual,12.72555076158964,,,,,,,94.25,45.0625,63.8125,21.75,2.385,,2.2140801191329955,2.5190627431869506,,,,,2.534347185721764
,,94.71153846153847,43.50961538461539,64.1826923076923,17.78846153846154,2.173076923076923,,0.5782485008239746,20,1.8588858567751372,occurrence_residual,17.667821957514843,,,,,,,93.875,42.9375,63.1875,20.8125,2.459375,,2.2229239106178285,2.5036929750442507,,,,,2.4875935591184177
,,94.71153846153847,43.75,64.90384615384616,14.903846153846153,2.25,,0.5738420486450195,21,2.0558690291184645,occurrence_residual,13.464023883526142,,,,,,,94.1875,47.5625,65.625,24.875,2.259375,,2.0580848956108095,2.394354555606842,,,,,2.552796822327834
,,94.71153846153847,43.75,63.94230769230769,16.346153846153847,2.3100961538461537,,0.5756411552429199,22,1.9676172916705792,occurrence_residual,14.778569294856148,,,,,,,94.0625,49.125,67.125,23.5,2.234375,,2.1297207355499266,2.4389406299591063,,,,,2.5230888770176816
,,94.71153846153847,43.02884615384615,62.5,16.826923076923077,2.237980769230769,,0.5748841762542725,23,1.8386706022115855,occurrence_residual,16.099644514230583,,,,,,,94.3125,48.125,67.375,23.0625,2.16375,,2.0121594953536985,2.367664518356323,,,,,2.470379297549908
,,94.71153846153847,45.67307692307692,62.98076923076923,16.346153846153847,2.237980769230769,,0.5758254528045654,24,2.0345497131347656,occurrence_residual,15.760839608999397,,,,,,,94.1875,50.75,70.625,26.0625,2.0175,,1.965636477470398,2.32411235332489,,,,,2.53771710395813
,,95.4326923076923,47.11538461538461,66.34615384615384,18.509615384615383,2.105769230769231,,0.5754125118255615,25,1.8424798066799457,occurrence_residual,20.3271961578956,,,,,,,94.4375,51.5,69.4375,26.625,2.004375,,1.9465190076828003,2.288472692966461,,,,,2.4352037814947276
,,94.95192307692308,47.83653846153846,70.1923076923077,18.509615384615383,2.016826923076923,,0.5752408504486084,26,1.8412708594248846,occurrence_residual,21.247897331531227,,,,,,,93.875,50.75,70.375,28.3125,2.03,,1.8967764282226562,2.2527566003799437,,,,,2.4153630916888895
,,94.71153846153847,47.35576923076923,69.23076923076923,18.028846153846153,1.9879807692307692,,0.6945605278015137,27,1.6903293682978704,occurrence_residual,21.409355603731598,,,,,,,94.25,51.625,70.4375,27.8125,1.954375,,1.8526693344116212,2.2201080560684203,,,,,2.3445214950121365
,,94.71153846153847,47.59615384615385,66.34615384615384,18.75,2.1033653846153846,,0.607022762298584,28,1.781745122029231,occurrence_residual,20.925904127267692,,,,,,,94.25,53.0625,71.875,27.8125,1.93625,,1.8353347206115722,2.1894432973861693,,,,,2.395314876849835
,,94.71153846153847,48.31730769230769,69.47115384615384,18.509615384615383,2.0096153846153846,,0.6003336906433105,29,1.711367286168612,occurrence_residual,21.969434701479393,,,,,,,94.3125,53.4375,71.1875,31.0,1.938125,,1.8295841121673584,2.1638370728492737,,,,,2.3694905776243944
,,95.1923076923077,49.51923076923077,68.50961538461539,19.471153846153847,2.0288461538461537,,0.5993554592132568,30,1.8214619251397939,occurrence_residual,22.80549845328698,,,,,,,94.25,54.0,73.25,30.4375,1.851875,,1.73706214427948,2.1015534806251526,,,,,2.4007616226489725
,,95.1923076923077,46.875,70.91346153846153,18.26923076923077,2.050480769230769,,0.6702883243560791,31,1.8231310019126306,occurrence_residual,20.498341376964866,,,,,,,94.75,55.0625,73.75,31.125,1.786875,,1.7274711322784424,2.0875775718688967,,,,,2.416216960320106
,,95.4326923076923,46.875,68.99038461538461,17.307692307692307,2.0721153846153846,,0.6883420944213867,32,1.83608524615948,occurrence_residual,19.335947476900543,,,,,,,94.5,55.4375,73.5,31.9375,1.779375,,1.7122754907608033,2.0553785228729247,,,,,2.4589747190475464
,,95.1923076923077,48.31730769230769,67.78846153846153,19.23076923076923,2.019230769230769,,0.6671805381774902,33,1.689981038753803,occurrence_residual,22.747287383446324,,,,,,,94.9375,57.6875,74.375,32.625,1.706875,,1.6614813113212585,2.025835270881653,,,,,2.3340747906611514
,,95.1923076923077,51.68269230769231,73.07692307692308,18.75,1.8798076923076923,,0.5756287574768066,34,1.6089643790171697,occurrence_residual,24.883854022392857,,,,,,,94.9375,56.6875,75.0625,32.8125,1.6775,,1.6737518548965453,1.9940287113189696,,,,,2.279993634957534
,,94.71153846153847,48.55769230769231,71.39423076923077,20.673076923076923,1.9014423076923077,,0.5823311805725098,35,1.708783819125249,occurrence_residual,25.092749338883618,,,,,,,94.25,58.25,77.4375,33.5,1.6075,,1.6229794812202454,1.94610848903656,,,,,2.3123350601929884
,,95.1923076923077,51.92307692307692,72.83653846153847,18.26923076923077,1.8966346153846154,,0.5777943134307861,36,1.573326220879188,occurrence_residual,24.495156654944786,,,,,,,94.625,59.3125,77.4375,35.5625,1.598125,,1.578792643547058,1.9084193563461305,,,,,2.282047546826876
,,95.4326923076923,54.80769230769231,75.24038461538461,24.278846153846153,1.7163461538461537,,0.5757327079772949,37,1.5702828627366285,occurrence_residual,32.99290701059195,,,,,,,95.0,59.9375,78.375,36.125,1.55125,,1.5719842219352722,1.8829021978378295,,,,,2.239525556564331
,,95.4326923076923,53.125,75.0,20.192307692307693,1.75,,0.5867757797241211,38,1.5758797939007099,occurrence_residual,28.025807747474083,,,,,,,94.9375,61.6875,78.75,36.375,1.518125,,1.4758417296409607,1.8410922527313232,,,,,2.263123558117793
,,94.71153846153847,57.93269230769231,76.4423076923077,24.759615384615383,1.6394230769230769,,0.7760491371154785,39,1.5250009206625132,occurrence_residual,35.29182324042687,,,,,,,94.4375,59.3125,78.0625,36.5625,1.590625,,1.5336957001686096,1.8615614318847655,,,,,2.244243080799396
,,95.4326923076923,50.0,74.03846153846153,22.83653846153846,1.7764423076923077,,0.7614855766296387,40,1.5951006412506104,occurrence_residual,29.287866665766792,,,,,,,94.375,61.625,78.625,38.9375,1.50375,,1.5106119084358216,1.8139350175857545,,,,,2.2580452607228207
,,95.4326923076923,52.40384615384615,75.96153846153847,19.951923076923077,1.7475961538461537,,0.6665430068969727,41,1.5619062735484197,occurrence_residual,27.608144136575547,,,,,,,94.875,62.9375,79.875,38.5625,1.426875,,1.4200423181056976,1.7646563863754272,,,,,2.2596688178869395
