task_precision,task_recall,task_f1,time_exact_accuracy,time_close_accuracy_5m,time_close_accuracy_10m,duration_close_accuracy,start_mae_minutes,overlap_same_robot_count,predicted_tasks,true_tasks,matched_tasks,database_id,robot_id,target_week
57.446808510638306,100.0,72.97297297297298,29.629629629629626,29.629629629629626,29.629629629629626,100.0,499.0740740740741,0.0,47.0,27.0,27.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-07-23 00:00:00+02:00
62.22222222222222,82.35294117647058,70.88607594936708,39.285714285714285,39.285714285714285,39.285714285714285,100.0,322.67857142857144,0.0,45.0,34.0,28.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-07-30 00:00:00+02:00
79.06976744186046,97.14285714285714,87.17948717948717,26.47058823529412,29.411764705882355,29.411764705882355,100.0,1210.2941176470588,0.0,43.0,35.0,34.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-06 00:00:00+02:00
100.0,66.66666666666666,80.0,9.090909090909092,18.181818181818183,22.727272727272727,100.0,392.5,0.0,44.0,66.0,44.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-13 00:00:00+02:00
97.67441860465115,93.33333333333333,95.45454545454545,83.33333333333334,83.33333333333334,83.33333333333334,100.0,105.0,0.0,43.0,45.0,42.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-20 00:00:00+02:00
63.63636363636363,90.32258064516128,74.66666666666666,32.142857142857146,32.142857142857146,32.142857142857146,100.0,298.92857142857144,0.0,44.0,31.0,28.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-08-27 00:00:00+02:00
60.86956521739131,100.0,75.67567567567568,46.42857142857143,46.42857142857143,46.42857142857143,100.0,520.3571428571429,0.0,46.0,28.0,28.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-03 00:00:00+02:00
82.6086956521739,76.0,79.16666666666667,26.31578947368421,34.21052631578947,39.473684210526315,100.0,258.2894736842105,0.0,46.0,50.0,38.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-10 00:00:00+02:00
100.0,62.121212121212125,76.6355140186916,7.317073170731707,7.317073170731707,9.75609756097561,100.0,175.609756097561,0.0,41.0,66.0,41.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-17 00:00:00+02:00
80.43478260869566,84.0909090909091,82.22222222222223,16.216216216216218,16.216216216216218,16.216216216216218,100.0,533.6486486486486,0.0,46.0,44.0,37.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-09-24 00:00:00+02:00
90.56603773584906,73.84615384615385,81.35593220338984,16.666666666666664,16.666666666666664,27.083333333333332,100.0,408.3333333333333,0.0,53.0,65.0,48.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-01 00:00:00+02:00
74.57627118644068,51.76470588235295,61.11111111111111,11.363636363636363,11.363636363636363,25.0,100.0,138.75,0.0,59.0,85.0,44.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-08 00:00:00+02:00
95.65217391304348,78.57142857142857,86.27450980392156,0.0,1.5151515151515151,3.0303030303030303,100.0,309.09090909090907,0.0,69.0,84.0,66.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-15 00:00:00+02:00
98.4126984126984,73.80952380952381,84.35374149659863,4.838709677419355,8.064516129032258,9.67741935483871,100.0,154.3548387096774,0.0,63.0,84.0,62.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-22 00:00:00+02:00
70.88607594936708,96.55172413793103,81.75182481751825,5.357142857142857,5.357142857142857,8.928571428571429,100.0,394.375,0.0,79.0,58.0,56.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-10-29 00:00:00+01:00
98.68421052631578,94.9367088607595,96.7741935483871,1.3333333333333335,2.666666666666667,5.333333333333334,100.0,718.0,0.0,76.0,79.0,75.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-05 00:00:00+01:00
77.77777777777779,78.75,78.26086956521739,6.349206349206349,7.936507936507936,9.523809523809524,100.0,117.93650793650794,0.0,81.0,80.0,63.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-12 00:00:00+01:00
97.46835443037975,86.51685393258427,91.66666666666667,19.480519480519483,19.480519480519483,20.77922077922078,100.0,457.27272727272725,0.0,79.0,89.0,77.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-19 00:00:00+01:00
86.8421052631579,100.0,92.95774647887323,65.15151515151516,65.15151515151516,65.15151515151516,100.0,261.06060606060606,0.0,76.0,66.0,66.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-11-26 00:00:00+01:00
81.0126582278481,80.0,80.50314465408805,54.6875,54.6875,57.8125,100.0,85.390625,0.0,79.0,80.0,64.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-03 00:00:00+01:00
74.02597402597402,72.15189873417721,73.07692307692307,45.614035087719294,49.122807017543856,49.122807017543856,100.0,249.21052631578948,0.0,77.0,79.0,57.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-10 00:00:00+01:00
93.75,82.41758241758241,87.71929824561403,30.666666666666664,38.666666666666664,38.666666666666664,100.0,445.2,0.0,80.0,91.0,75.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-17 00:00:00+01:00
87.5,100.0,93.33333333333333,22.857142857142858,22.857142857142858,25.71428571428571,100.0,1014.3571428571429,0.0,80.0,70.0,70.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-24 00:00:00+01:00
74.07407407407408,100.0,85.1063829787234,25.0,25.0,28.333333333333332,100.0,396.3333333333333,0.0,81.0,60.0,60.0,nexus_10y,nexus-r0b0t-0001-4aaa-8bbb-c0mplex001x,2035-12-31 00:00:00+01:00
