task_precision,task_recall,task_f1,time_exact_accuracy,time_close_accuracy_5m,time_close_accuracy_10m,duration_close_accuracy,start_mae_minutes,overlap_same_robot_count,predicted_tasks,true_tasks,matched_tasks,database_id,robot_id,target_week
80.95238095238095,100.0,89.47368421052632,67.64705882352942,67.64705882352942,70.58823529411765,100.0,335.1470588235294,0.0,42.0,34.0,34.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-07-22 00:00:00+02:00
92.6829268292683,92.6829268292683,92.6829268292683,47.368421052631575,47.368421052631575,50.0,100.0,858.2894736842105,0.0,41.0,41.0,38.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-07-29 00:00:00+02:00
94.44444444444444,100.0,97.14285714285714,38.23529411764706,44.11764705882353,44.11764705882353,100.0,975.8823529411765,9.0,36.0,34.0,34.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-08-05 00:00:00+02:00
86.66666666666667,81.25,83.87096774193549,61.53846153846154,61.53846153846154,69.23076923076923,100.0,495.5769230769231,0.0,30.0,32.0,26.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-08-12 00:00:00+02:00
93.75,81.08108108108108,86.95652173913044,73.33333333333333,73.33333333333333,76.66666666666667,100.0,291.8333333333333,0.0,32.0,37.0,30.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-08-19 00:00:00+02:00
90.625,85.29411764705883,87.87878787878786,79.3103448275862,79.3103448275862,82.75862068965517,100.0,71.72413793103448,0.0,32.0,34.0,29.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-08-26 00:00:00+02:00
91.48936170212765,100.0,95.55555555555556,48.837209302325576,48.837209302325576,58.139534883720934,100.0,313.6046511627907,12.0,47.0,43.0,43.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-09-02 00:00:00+02:00
92.3076923076923,80.0,85.71428571428571,62.5,62.5,66.66666666666666,100.0,569.5833333333334,0.0,26.0,30.0,24.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-09-09 00:00:00+02:00
94.44444444444444,85.0,89.47368421052632,44.11764705882353,44.11764705882353,47.05882352941176,100.0,736.9117647058823,3.0,36.0,40.0,34.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-09-16 00:00:00+02:00
90.0,77.14285714285715,83.07692307692307,81.48148148148148,85.18518518518519,88.88888888888889,100.0,106.11111111111111,0.0,30.0,35.0,27.0,nexus_10y,logista-00002-4ccc-8ddd-robot00000002,2030-09-23 00:00:00+02:00
