change_acc,close_acc_1,close_acc_2,count_exact_acc,count_mae,duration_mae_minutes,elapsed_sec,epoch,model,start_exact_acc,start_mae_minutes,start_tol_10m,start_tol_5m,train_change_acc,train_close_acc_1,train_close_acc_2,train_count_exact_acc,train_count_mae,train_duration_mae_minutes,train_loss,train_start_exact_acc,train_start_mae_minutes,train_start_tol_10m,train_start_tol_5m,val_loss
77.08333333333333,43.75,58.333333333333336,12.5,2.2083333333333335,,0.713550329208374,1,occurrence_residual,,,,,77.5,25.625,38.125,10.625,3.85625,,3.293534994125366,,,,,3.147933006286621
,,,,,0.09630017206072808,0.8338940143585205,1,temporal_residual,0.25,987.9395874023437,0.25,0.25,,,,,,0.6951581052951998,5.968833025399741,3.5849567115693897,1429.1037611527877,4.234307360920039,3.869047620660299,4.30620888710022
