change_acc,close_acc_1,close_acc_2,count_exact_acc,count_mae,duration_close_accuracy,duration_mae_minutes,elapsed_sec,epoch,matched_tasks,model,overlap_same_robot_count,predicted_tasks,selector_score,start_exact_acc,start_mae_minutes,start_tol_10m,start_tol_5m,task_f1,task_precision,task_recall,time_close_accuracy_10m,time_close_accuracy_5m,time_exact_accuracy,train_change_acc,train_close_acc_1,train_close_acc_2,train_count_exact_acc,train_count_mae,train_duration_mae_minutes,train_loss,train_start_exact_acc,train_start_mae_minutes,train_start_tol_10m,train_start_tol_5m,true_tasks,val_loss
95.83333333333333,25.0,25.0,0.0,3.875,,,0.4296729564666748,1,,occurrence_residual,,,-23.75,,,,,,,,,,,98.125,11.875,16.875,3.75,9.45,,3.376763701438904,,,,,,3.292283535003662
,,,,,100.0,0.0,9.651718854904175,1,48.0,temporal_residual,2.5,60.5,88.77760507962986,0.0,187.0359477124183,1.5625,0.9114583333333334,86.02159200773445,79.26929392446634,94.03157489410859,18.562091503267975,14.248366013071896,14.248366013071896,,,,,,0.0,7.69724652055022,0.37878788040055855,2593.944805194805,0.7846320362447144,0.6628787894914676,51.0,7.265533785025279
